sale_date,product_name,category,season_affinity,price,cost_price,discount_percent,final_price,is_festival,festival_name,is_weekend,predicted_quantity_lgb,predicted_quantity_xgb,predicted_quantity_catboost,predicted_quantity_ensemble,forecasted_revenue
2025-11-20,Mother Dairy Curd 400g,Dairy,summer,30,20,0.0,30.0,0,,0,52,51,49,50,1500.0
2025-11-21,Mother Dairy Curd 400g,Dairy,summer,30,20,0.0,30.0,0,,0,52,51,50,51,1530.0
2025-11-15,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,1,21,21,21,21,1680.0
2025-11-16,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,1,21,21,21,21,1680.0
2025-11-17,Nandini Paneer 200g,Dairy,winter,80,58,2.75,77.8,0,,0,21,21,20,20,1556.0
2025-11-18,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,0,21,21,19,20,1600.0
2025-11-19,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,0,21,21,20,20,1600.0
2025-11-20,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,0,21,21,20,20,1600.0
2025-11-21,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,0,21,21,22,21,1680.0
2025-11-15,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,1,21,30,23,23,2760.0
2025-11-16,Nescafe Coffee 50g,Beverages,winter,120,85,2.0,117.6,0,,1,21,30,23,23,2704.7999999999997
2025-11-17,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,0,21,30,22,22,2640.0
2025-11-18,Nescafe Coffee 50g,Beverages,winter,120,85,2.5,117.0,0,,0,21,30,22,22,2574.0
2025-11-19,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,0,20,30,22,22,2640.0
2025-11-20,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,0,20,30,23,22,2640.0
2025-11-21,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,0,21,30,24,23,2760.0
2025-11-15,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,1,14,15,14,14,1260.0
2025-11-16,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,1,14,15,14,14,1260.0
2025-11-17,Nestle Fresh Cream 200ml,Dairy,winter,90,65,3.0,87.3,0,,0,14,15,13,13,1134.8999999999999
2025-11-18,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,0,14,15,13,13,1170.0
2025-11-19,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,0,14,15,13,13,1170.0
2025-11-20,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,0,14,15,14,14,1260.0
2025-11-21,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,0,14,15,15,15,1350.0
2025-11-15,Parle-G Biscuits 200g,Snacks,all,25,16,2.5,24.375,0,,1,62,59,55,57,1389.375
2025-11-16,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,1,62,59,55,57,1425.0
2025-11-17,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,0,60,58,54,56,1400.0
2025-11-18,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,0,62,58,54,56,1400.0
2025-11-19,Parle-G Biscuits 200g,Snacks,all,25,16,3.5,24.125,0,,0,62,58,55,57,1375.125
2025-11-20,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,0,62,59,56,57,1425.0
2025-11-21,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,0,62,59,56,57,1425.0
2025-11-15,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,1,31,33,30,31,1240.0
2025-11-16,Pepsi 500ml,Beverages,summer,40,25,3.0,38.8,0,,1,31,33,30,30,1164.0
2025-11-17,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,31,32,29,30,1200.0
2025-11-18,Pepsi 500ml,Beverages,summer,40,25,2.0,39.2,0,,0,31,33,29,29,1136.8000000000002
2025-11-19,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,31,33,29,30,1200.0
2025-11-20,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,31,33,30,30,1200.0
2025-11-21,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,31,33,31,31,1240.0
2025-11-15,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,1,9,9,8,8,1200.0
2025-11-16,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,1,9,9,8,9,1350.0
2025-11-17,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,0,9,9,8,8,1200.0
2025-11-18,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,0,9,9,8,8,1200.0
2025-11-19,Ponds Face Cream 50g,Personal Care,winter,150,105,12.0,132.0,0,,0,9,10,9,9,1188.0
2025-11-20,Ponds Face Cream 50g,Personal Care,winter,150,105,3.5,144.75,0,,0,9,9,9,9,1302.75
2025-11-21,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,0,9,9,9,9,1350.0
2025-11-15,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,1,14,15,14,14,1680.0
2025-11-16,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,2.25,117.30000000000001,0,,1,14,15,14,14,1642.2000000000003
2025-11-17,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,0,13,15,13,13,1560.0
2025-11-18,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,2.75,116.7,0,,0,13,15,13,13,1517.1000000000001
2025-11-19,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,0,13,15,13,13,1560.0
2025-11-20,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,0,13,15,13,13,1560.0
2025-11-21,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,0,14,15,14,14,1680.0
2025-11-15,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,1,12,11,12,12,1320.0
2025-11-16,Red Bull Energy Drink 250ml,Beverages,all,110,75,2.0,107.8,0,,1,12,12,12,12,1293.6
2025-11-17,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,0,12,11,11,11,1210.0
2025-11-18,Red Bull Energy Drink 250ml,Beverages,all,110,75,2.75,106.97500000000001,0,,0,12,11,11,11,1176.7250000000001
2025-11-19,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,0,12,11,11,11,1210.0
2025-11-20,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,0,12,11,12,12,1320.0
2025-11-21,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,0,12,11,13,12,1320.0
2025-11-15,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,1,9,8,8,8,1600.0
2025-11-16,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,1,9,8,8,8,1600.0
2025-11-17,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,0,9,8,8,8,1600.0
2025-11-18,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,0,9,8,7,8,1600.0
2025-11-19,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,0,9,8,7,8,1600.0
2025-11-20,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,0,9,8,8,8,1600.0
2025-11-21,Saffola Oats 1kg,Staples,all,200,145,3.25,193.5,0,,0,9,8,9,9,1741.5
2025-11-15,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,1,18,26,20,19,418.0
2025-11-16,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,1,18,27,20,19,418.0
2025-11-17,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,0,18,26,19,19,418.0
2025-11-18,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,0,18,26,19,18,396.0
2025-11-19,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,0,18,26,19,18,396.0
2025-11-20,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,0,18,26,19,19,418.0
2025-11-21,Tata Salt 1kg,Staples,all,22,15,2.25,21.505000000000003,0,,0,18,26,20,20,430.1
2025-11-15,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,1,17,15,17,17,2380.0
2025-11-16,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,1,17,15,17,17,2380.0
2025-11-17,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,0,17,15,16,16,2240.0
2025-11-18,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,0,17,15,16,16,2240.0
2025-11-19,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,0,17,15,16,16,2240.0
2025-11-20,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,0,17,15,17,17,2380.0
2025-11-21,Tata Sampann Toor Dal 1kg,Staples,all,140,100,2.25,136.85,0,,0,17,15,18,18,2463.2999999999997
2025-11-15,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,1,42,43,40,40,6000.0
2025-11-16,Tata Tea Gold 250g,Beverages,winter,150,110,2.0,147.0,0,,1,42,43,40,40,5880.0
2025-11-17,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,0,41,43,38,39,5850.0
2025-11-18,Tata Tea Gold 250g,Beverages,winter,150,110,2.25,146.625,0,,0,41,43,39,39,5718.375
2025-11-19,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,0,42,43,39,40,6000.0
2025-11-20,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,0,42,43,40,41,6150.0
2025-11-21,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,0,42,43,41,41,6150.0
2025-11-15,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,1,16,20,18,17,680.0
2025-11-16,Thums Up 500ml,Beverages,summer,40,25,3.0,38.8,0,,1,16,21,18,18,698.4
2025-11-17,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,16,19,17,17,680.0
2025-11-18,Thums Up 500ml,Beverages,summer,40,25,2.25,39.1,0,,0,16,20,17,17,664.7
2025-11-19,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,16,20,17,17,680.0
2025-11-20,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,16,20,17,17,680.0
2025-11-21,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,16,20,18,18,720.0
2025-11-15,Too Yumm Chips 54g,Snacks,all,30,20,2.75,29.175,0,,1,18,26,20,19,554.325
2025-11-16,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,1,18,26,20,19,570.0
2025-11-17,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,0,18,26,19,18,540.0
2025-11-18,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,0,18,26,18,18,540.0
2025-11-19,Too Yumm Chips 54g,Snacks,all,30,20,2.75,29.175,0,,0,18,26,19,19,554.325
2025-11-20,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,0,18,26,19,19,570.0
2025-11-21,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,0,18,26,20,20,600.0
2025-11-15,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,1,20,20,19,19,2470.0
2025-11-16,Tropicana Orange Juice 1L,Beverages,all,130,95,3.5,125.45,0,,1,20,20,20,20,2509.0
2025-11-17,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,0,20,19,18,18,2340.0
2025-11-18,Tropicana Orange Juice 1L,Beverages,all,130,95,2.75,126.425,0,,0,20,20,18,18,2275.65
2025-11-19,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,0,20,19,18,18,2340.0
2025-11-20,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,0,20,19,19,19,2470.0
2025-11-21,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,0,20,19,20,20,2600.0
2025-11-15,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,1,12,11,13,13,1560.0
2025-11-16,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,1,12,11,13,13,1560.0
2025-11-17,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,0,12,11,12,12,1440.0
2025-11-18,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,0,12,11,12,12,1440.0
2025-11-19,Vicks Vaporub 50ml,Personal Care,winter,120,85,12.0,105.6,0,,0,12,11,13,13,1372.8
2025-11-20,Vicks Vaporub 50ml,Personal Care,winter,120,85,3.5,115.8,0,,0,12,11,13,13,1505.3999999999999
2025-11-21,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,0,12,11,13,13,1560.0
