sale_date,product_name,category,season_affinity,price,cost_price,discount_percent,final_price,is_festival,festival_name,is_weekend,predicted_quantity_lgb,predicted_quantity_xgb,predicted_quantity_catboost,predicted_quantity_ensemble,forecasted_revenue
2025-11-16,Mother Dairy Curd 400g,Dairy,summer,30,20,0.0,30.0,0,,1,45,47,47,47,1410.0
2025-11-17,Mother Dairy Curd 400g,Dairy,summer,30,20,3.5,28.95,0,,0,45,48,46,46,1331.7
2025-11-11,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,0,20,21,19,19,1520.0
2025-11-12,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,0,20,21,19,19,1520.0
2025-11-13,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,0,20,21,19,19,1520.0
2025-11-14,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,0,21,21,21,21,1680.0
2025-11-15,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,1,21,21,21,21,1680.0
2025-11-16,Nandini Paneer 200g,Dairy,winter,80,58,0.0,80.0,0,,1,21,21,21,21,1680.0
2025-11-17,Nandini Paneer 200g,Dairy,winter,80,58,2.75,77.8,0,,0,21,21,19,20,1556.0
2025-11-11,Nescafe Coffee 50g,Beverages,winter,120,85,2.0,117.6,0,,0,34,38,32,33,3880.7999999999997
2025-11-12,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,0,34,38,33,33,3960.0
2025-11-13,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,0,34,38,33,34,4080.0
2025-11-14,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,0,35,38,35,35,4200.0
2025-11-15,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,1,35,38,35,35,4200.0
2025-11-16,Nescafe Coffee 50g,Beverages,winter,120,85,2.5,117.0,0,,1,35,38,35,35,4095.0
2025-11-17,Nescafe Coffee 50g,Beverages,winter,120,85,0.0,120.0,0,,0,34,38,33,33,3960.0
2025-11-11,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,0,13,14,12,12,1080.0
2025-11-12,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,0,13,14,12,13,1170.0
2025-11-13,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,0,14,14,13,13,1170.0
2025-11-14,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,0,14,14,14,14,1260.0
2025-11-15,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,1,14,14,14,14,1260.0
2025-11-16,Nestle Fresh Cream 200ml,Dairy,winter,90,65,0.0,90.0,0,,1,14,14,14,14,1260.0
2025-11-17,Nestle Fresh Cream 200ml,Dairy,winter,90,65,3.0,87.3,0,,0,14,14,13,13,1134.8999999999999
2025-11-11,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,0,64,62,52,55,1375.0
2025-11-12,Parle-G Biscuits 200g,Snacks,all,25,16,2.5,24.375,0,,0,64,62,53,56,1365.0
2025-11-13,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,0,65,62,53,56,1400.0
2025-11-14,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,0,65,62,55,57,1425.0
2025-11-15,Parle-G Biscuits 200g,Snacks,all,25,16,3.5,24.125,0,,1,65,63,55,58,1399.25
2025-11-16,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,1,65,62,55,57,1425.0
2025-11-17,Parle-G Biscuits 200g,Snacks,all,25,16,0.0,25.0,0,,0,63,62,52,55,1375.0
2025-11-11,Pepsi 500ml,Beverages,summer,40,25,3.0,38.8,0,,0,30,30,26,27,1047.6
2025-11-12,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,30,30,27,27,1080.0
2025-11-13,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,30,30,27,28,1120.0
2025-11-14,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,30,30,28,29,1160.0
2025-11-15,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,1,30,30,28,29,1160.0
2025-11-16,Pepsi 500ml,Beverages,summer,40,25,2.0,39.2,0,,1,30,30,28,29,1136.8000000000002
2025-11-17,Pepsi 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,30,30,28,28,1120.0
2025-11-11,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,0,9,9,8,8,1200.0
2025-11-12,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,0,9,9,8,9,1350.0
2025-11-13,Ponds Face Cream 50g,Personal Care,winter,150,105,3.5,144.75,0,,0,9,9,9,9,1302.75
2025-11-14,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,0,9,9,10,10,1500.0
2025-11-15,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,1,9,9,9,9,1350.0
2025-11-16,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,1,9,9,9,9,1350.0
2025-11-17,Ponds Face Cream 50g,Personal Care,winter,150,105,0.0,150.0,0,,0,9,9,9,9,1350.0
2025-11-11,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,2.25,117.30000000000001,0,,0,16,15,14,14,1642.2000000000003
2025-11-12,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,0,16,15,14,15,1800.0
2025-11-13,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,0,16,15,14,15,1800.0
2025-11-14,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,0,16,15,16,16,1920.0
2025-11-15,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,1,16,15,16,16,1920.0
2025-11-16,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,2.75,116.7,0,,1,16,15,16,16,1867.2
2025-11-17,Real Juice 1L Mixed Fruit,Beverages,summer,120,85,0.0,120.0,0,,0,16,15,15,15,1800.0
2025-11-11,Red Bull Energy Drink 250ml,Beverages,all,110,75,2.0,107.8,0,,0,12,12,11,11,1185.8
2025-11-12,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,0,12,12,11,11,1210.0
2025-11-13,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,0,12,12,11,11,1210.0
2025-11-14,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,0,13,12,12,12,1320.0
2025-11-15,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,1,13,12,12,12,1320.0
2025-11-16,Red Bull Energy Drink 250ml,Beverages,all,110,75,2.75,106.97500000000001,0,,1,13,12,12,12,1283.7
2025-11-17,Red Bull Energy Drink 250ml,Beverages,all,110,75,0.0,110.0,0,,0,13,12,11,11,1210.0
2025-11-11,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,0,9,8,7,7,1400.0
2025-11-12,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,0,9,8,7,7,1400.0
2025-11-13,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,0,9,8,7,8,1600.0
2025-11-14,Saffola Oats 1kg,Staples,all,200,145,3.25,193.5,0,,0,9,8,8,9,1741.5
2025-11-15,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,1,9,8,8,8,1600.0
2025-11-16,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,1,9,8,8,8,1600.0
2025-11-17,Saffola Oats 1kg,Staples,all,200,145,0.0,200.0,0,,0,9,8,7,8,1600.0
2025-11-11,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,0,34,31,30,31,682.0
2025-11-12,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,0,35,31,31,32,704.0
2025-11-13,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,0,35,32,31,32,704.0
2025-11-14,Tata Salt 1kg,Staples,all,22,15,2.25,21.505000000000003,0,,0,35,32,33,33,709.6650000000001
2025-11-15,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,1,35,32,33,33,726.0
2025-11-16,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,1,35,32,33,33,726.0
2025-11-17,Tata Salt 1kg,Staples,all,22,15,0.0,22.0,0,,0,34,31,31,32,704.0
2025-11-11,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,0,18,17,16,17,2380.0
2025-11-12,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,0,18,17,17,17,2380.0
2025-11-13,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,0,18,17,17,18,2520.0
2025-11-14,Tata Sampann Toor Dal 1kg,Staples,all,140,100,2.25,136.85,0,,0,18,17,19,18,2463.2999999999997
2025-11-15,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,1,18,17,18,18,2520.0
2025-11-16,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,1,18,17,19,18,2520.0
2025-11-17,Tata Sampann Toor Dal 1kg,Staples,all,140,100,0.0,140.0,0,,0,18,17,17,18,2520.0
2025-11-11,Tata Tea Gold 250g,Beverages,winter,150,110,2.0,147.0,0,,0,39,43,38,38,5586.0
2025-11-12,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,0,39,43,38,39,5850.0
2025-11-13,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,0,39,43,39,39,5850.0
2025-11-14,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,0,39,43,40,40,6000.0
2025-11-15,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,1,39,43,40,40,6000.0
2025-11-16,Tata Tea Gold 250g,Beverages,winter,150,110,2.25,146.625,0,,1,39,43,41,40,5865.0
2025-11-17,Tata Tea Gold 250g,Beverages,winter,150,110,0.0,150.0,0,,0,38,43,39,39,5850.0
2025-11-11,Thums Up 500ml,Beverages,summer,40,25,3.0,38.8,0,,0,24,24,20,21,814.8
2025-11-12,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,24,24,21,21,840.0
2025-11-13,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,24,25,21,22,880.0
2025-11-14,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,24,25,23,23,920.0
2025-11-15,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,1,24,25,23,23,920.0
2025-11-16,Thums Up 500ml,Beverages,summer,40,25,2.25,39.1,0,,1,24,25,23,23,899.3000000000001
2025-11-17,Thums Up 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,24,24,21,22,880.0
2025-11-11,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,0,22,31,21,21,630.0
2025-11-12,Too Yumm Chips 54g,Snacks,all,30,20,2.75,29.175,0,,0,22,31,22,22,641.85
2025-11-13,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,0,22,31,22,22,660.0
2025-11-14,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,0,22,31,23,23,690.0
2025-11-15,Too Yumm Chips 54g,Snacks,all,30,20,2.75,29.175,0,,1,22,31,23,23,671.025
2025-11-16,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,1,22,31,23,23,690.0
2025-11-17,Too Yumm Chips 54g,Snacks,all,30,20,0.0,30.0,0,,0,22,31,22,22,660.0
2025-11-11,Tropicana Orange Juice 1L,Beverages,all,130,95,3.5,125.45,0,,0,14,13,13,13,1630.8500000000001
2025-11-12,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,0,14,13,13,13,1690.0
2025-11-13,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,0,14,13,13,13,1690.0
2025-11-14,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,0,14,13,14,14,1820.0
2025-11-15,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,1,14,13,14,14,1820.0
2025-11-16,Tropicana Orange Juice 1L,Beverages,all,130,95,2.75,126.425,0,,1,14,13,15,14,1769.95
2025-11-17,Tropicana Orange Juice 1L,Beverages,all,130,95,0.0,130.0,0,,0,14,13,13,13,1690.0
2025-11-11,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,0,16,14,14,15,1800.0
2025-11-12,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,0,16,14,14,15,1800.0
2025-11-13,Vicks Vaporub 50ml,Personal Care,winter,120,85,3.5,115.8,0,,0,16,14,15,15,1737.0
2025-11-14,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,0,16,14,16,16,1920.0
2025-11-15,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,1,16,14,16,16,1920.0
2025-11-16,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,1,16,14,16,16,1920.0
2025-11-17,Vicks Vaporub 50ml,Personal Care,winter,120,85,0.0,120.0,0,,0,16,14,15,15,1800.0
